sentence,sentiment,label
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
درحقیقت میں ہر روز اپنے آپ کو اس غلطی کی سزا دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو اس حالت میں ہونے پر افسوس کرتا ہوں۔,GUILTY,7
میں اس غلطی کی وجہ سے مایوس اور کھویا ہوا محسوس کرتا ہوں۔,GUILTY,7
میں اس ذلت اور رسوائی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں ہمیشہ مجرم محسوس کرتا ہوں اور اپنی اقدار کو بے اثر کر دیتا ہوں۔,GUILTY,7
میں اپنے آپ کو معاف نہیں کر سکتا اور میں اس عذاب کا بہت تجربہ کرتا ہوں۔,GUILTY,7
میں اس جذباتی خودکشی پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس جرم کی وجہ سے بے قدری اور بے اثر ہونے کے جذبات کا تجربہ کرتا ہوں۔,GUILTY,7
میں اپنے آپ سے ناراض ہوں کہ میں نے موقع اتنی آسانی سے گنوا دیا۔,GUILTY,7
اس غلطی کو پورا کرنے کی میری کوشش ناکام ہوگئی اور مجھے اس پر شدید افسوس ہے۔,GUILTY,7
میں نے اپنے آپ کو دھوکہ دیا اور مجھے زندگی بھر اس کا پچھتاوا ہے۔,GUILTY,7
مجھے اس غلطی کی وجہ سے خالی پن اور اپنی اقدار کے بے اثر ہونے کا احساس ہوتا ہے۔,GUILTY,7
میں خوف اور مایوسی کے اس احساس پر قابو نہیں پا سکتا۔,GUILTY,7
میں اس غلطی کی وجہ سے ہمیشہ نفرت اور ذلت محسوس کرتا ہوں۔,GUILTY,7
مجھے اپنے آپ سے نفرت ہے اور میں ناکامی کے اس احساس کا بہت زیادہ تجربہ کرتا ہوں۔,GUILTY,7
مجھے ہمیشہ افسوس ہوتا ہے کہ میں نے اتنی آسانی سے ہار مان لی۔,GUILTY,7
میں نے اس بڑی غلطی کے لیے اپنی زندگی برباد کر دی اور میں یہ تدریجی موت دیکھ رہا ہوں۔,GUILTY,7
میں اس اداسی اور تنہائی کے احساس پر کبھی قابو نہیں پا سکتا۔,GUILTY,7
میں اس گناہ کی وجہ سے ضمیر کا عذاب محسوس کر رہا ہوں۔,GUILTY,7
اس غلطی کو درست کرنے کی میری کوششیں بے نتیجہ رہی اور اب مجھے اس پر افسوس ہے۔,GUILTY,7
