 Question,Long Answer,Short Answer,Source,Prompts,QnaId,ContextNeeded,InCourse
تمرین ۸,تمرین ۸: ایجاد ارتباط با طبیعت الحاق به طبیعت یک روش مؤثر برای افزایش خوشحالی و کاهش احساسات منفی است. در روزی که وقت کافی دارید، به یک پارک یا جنگل بروید. یک درخت را پیدا کنید که توجه شما را به خود جلب می‌کند و حداقل ۵ دقیقه از زمان خود را صرف تشکر از زیبایی آن کنید. چالش خود را با توجه به جزئیاتی که قبلاً نادیده گرفته‌اید، مانند الگوهای پیچیده برگ‌ها یا نحوه‌ی تابش نور خورشید از بین شاخه‌ها. به خود اجازه دهید کاملاً در تجربه به غرق شوید و با احترام و تعجب درخت را تماشاکنید. این فرآیند را به صورت مداوم و با مشاهده جوانب مختلف دیگر طبیعت مانند آسمان، ستارگان، گیاهان، پرندگان، رودخانه، دریا یا حیوان مورد علاقه‌تان تکرار کنید تا احساسات خود را به کمک ارتباط با طبیعت تنظیم کنید. دستیابی به این هدف به شما کمک می‌کند که پس از پایان این دوره، تمایل به گذراندن بیشتر وقت خود در طبیعت داشته باشید.,,,"[{""DisplayOrder"":1,""QnaId"":329,""DisplayText"":""Next""}]",328,FALSE,TRUE
تکلیف,اکنون به پایان درس سوم رسیده‌ایم، تبریک می‌گویم! به یاد داشته باشید تمرین ۶، تمرین ۷ الف و تمرین ۷ ب را حداقل ۵ دقیقه در هر تمرین، دو بار در روز انجام دهید. تمرین ۸ را هنگام رفتن به یک پارک یا منطقه طبیعی تمرین کنید.,,,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",329,TRUE,TRUE
درس چهارم,در درس چهارم، ذات بالغ شما اقدام به تسلی دادن به دوران کودکی شما می‌کند به خاطر دردها و مشکلات کنونی یا گذشته.,,,"[{""DisplayOrder"":1,""QnaId"":331,""DisplayText"":""processing current negative emotions""}]",330,FALSE,TRUE
پردازش احساسات منفی کنونی,تمرین‌های این درس به منظور پردازش احساسات منفی کنونی شما مانند خشم، خشم، ترس، اضطراب یا افسردگی در ارتباط با خانواده، دوستان، کار یا جامعه می‌باشد. با چشم‌های بسته، تصویر ناراحت کننده یا آواتار، که نماینده کودک است، را تصور می‌کنیم و احساسات منفی خود را به آن پروژه می‌دهیم. این کار به ما امکان می‌دهد که به ذات بالغ متصل شویم که اکنون مسئول حل مشکلات کودک است، او را پشتیبانی می‌کند و احساسات منفی کودک را کنترل می‌کند.,,,"[{""DisplayOrder"":1,""QnaId"":332,""DisplayText"":""exercise 9""}]",331,FALSE,TRUE
تمرین نهم,تمرین ۹: غلبه بر احساسات منفی کنونی. چشم‌هایتان را ببندید و تصویر ناراحت کننده یا آواتاری را که نماینده کودک است، تصور کنید. احساسات خود را بر روی این تصویر پروژه کنید و به کودک با لحنی مهربان و دلسوز تسلیت بگویید. همچنین، در حین صحبت با کودک، به خودتان ماساژ نرم و آرامش‌بخشی بر روی صورت، گردن و سر بدهید تا احساسات منفی را آزاد کنید و هرگونه تنشی که ممکن است داشته باشید، رها شود. این مراحل را تکرار کنید تا احساس آرامش و آسودگی کنید.,,,"[{""DisplayOrder"":1,""QnaId"":332,""DisplayText"":""reprocessing painful childhood events""}]",332,FALSE,TRUE
بازپرداخت رویدادهای دردناک کودکی,بازپرداخت رویدادهای دردناک کودکی آسیب‌های کودکی ممکن است منجر به الگوهای قوی از مشکلات عاطفی و رفتاری شود. زیگموند فروید این موضوع را کشف کرد و عواقب شگفت‌آور آن را با عنوان "جبر تکرار" شناخت - تکرار یک حادثه تروماتیک به منظور کنترل آن. در این مرحله، شما می‌توانید بازپرداخت تروماهای خود را آغاز کنید، با شروع از موارد کمتر شدید، مواجهه با سناریوهای منفی و جایگزینی آنها با الگوهای مثبت و پایان‌های بهینه. این عملیات برای انواع مختلف الگوهای تروماتیک و سناریوها تکرار می‌شود و به تدریج موارد بیشتر و شدیدتر را شامل می‌شود تا همه آنها به طور موثر در احساسات شما پردازش شوند و الگوهای ذهنی جدید در ارتباط با آنها تجربه شوند.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":334,""DisplayText"":""Exercise 10""}]",333,FALSE,TRUE
تمرین دهم,غلبه بر درد گذشته هدف تمرین ۱۰ است. با بستن چشم‌ها، یک اپیزود دردناک از کودکی را به یاد آوری کنید، مانند سوءاستفاده عاطفی یا جسمی یا از دست دادن یک فرد مهم در آن زمان، با همه جزئیاتی که هنوز به یاد دارید. چهره کودکی که در گذشته بودید را با عکس غمگین یا نماد بچه‌ی ناراحت ارتباط دهید. همانطور که احساسات گذشته را به یاد می‌آورید، مانند بی‌قدرتی، شرمساری و خشم، با بستن چشم‌ها، تصور کنید که خود بزرگسالتان به عنوان یک والدین خوب در تصویر دخالت می‌کند. تصور کنید که خود بزرگسالتان به سرعت به سمت کودک نزدیک می‌شود، همانطور که هر والدین خوبی به پاسخ به ناراحتی فرزندش عمل می‌کند. به اطمینان از کودک به صدا و با اعتماد به نفس تا می‌توانید ادامه دهید که به او آمده‌اید تا نجاتش دهید، با صدای قوی به مخالفت با هر فردی که ممکن است آسیبی وارد کند. به عنوان مثال، می‌توانید بگویید: "چرا به بچه‌ام حمله می‌کنی؟" یا "عزیزم، دیگر اجازه نمی‌دهم او را زخمی کنند." همزمان که به کودک خود اطمینان می‌دهید، تصور کنید که او را در آغوش گرم و آرام بگیرید. در همین حال، به چهره، گردن یا سر خود ماساژ دهید. این عملیات را تکرار کنید تا احساس راحتی و آرامش پیدا کنید و احساس کنید که در برابر تروما، مهارتی به دست آورده‌اید.,,,"[{""DisplayOrder"":1,""QnaId"":335,""DisplayText"":""Next""}]",334,FALSE,TRUE
تکلیف,ما در حال حاضر انجام درس 4 را به پایان رسانده‌ایم! لطفاً به خاطر بسپارید که تمرین‌های 9 و 10 را روزانه دو بار تمرین کنید. تمرین 9 را در روزهای 1 تا 3 و تمرین 10 را در روزهای 4 تا 7 از هفته انجام دهید.,,,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",335,TRUE,TRUE
درس پنجم,در چهار درس گذشته، خود بزرگسال ما نقش فعالی را در رابطه بین خود بزرگسال و کودک بر عهده گرفته است. در درس پنجم، کودک ما به مرکز توجه خواهد رفت!,,,"[{""DisplayOrder"":1,""QnaId"":337, ""DisplayText"":""importance of laughter""}]",336,FALSE,TRUE
اهمیت خندیدن,خنده نقش مهمی در زندگی ما ایفا می‌کند. از تجارب خانوادگی و فرهنگی‌مان یاد می‌گیریم که کی می‌توانیم بخندیم و کی باید خودداری کنیم. اگرچه احساسات منفی پاسخ طبیعی‌ای به وضعیت‌های ناخوشایند است، اما می‌توان با گذر زمان نگاهی به چیزها داشت که مثبت‌تر باشد و با احساس طنز و شادمانی مواجه شد. می‌توانیم از خنده به عنوان یک تمرین ذهنی عمدی استفاده کنیم، بدون این‌که محرکی خنده‌دار در دسترس باشد.,,,"[{""DisplayOrder"":1,""QnaId"":338, ""DisplayText"":""why do we laugh""}]",337,FALSE,TRUE
چرا می‌خندیم؟,پنج نظریه وجود دارد که سعی می‌کنند دلیل خنده را توضیح دهند: نظریه اول، نظریه برتری، به افلاطون نسبت داده می‌شود. طبق این نظریه، ما زمانی خندان می‌شویم که کسی را استهزاء کنیم، مسخره کنیم یا به کسی بنگریم و احساس برتری ناگهانی داشته باشیم. نظریه دوم، نظریه ناهمخوانی، توسط کانت ارائه شده است. این نظریه این ادعا را می‌کند که زمانی خندان می‌شویم که چیزی غیرجدی باور مشترک ما را نقض کند، مانند پانچ‌لاین یک شوخی. نظریه سوم، نظریه آزادسازی، از سوی فروید ارائه شده است. این نظریه این ادعا را دارد که خنده به علت آزاد شدن از انرژی عصبی تجمعی اتفاق می‌افتد، که می‌تواند زمانی اتفاق بیفتد که ما شوخی‌های سانسور شده یا ممنوع شدهرا بشنویم. نظریه چهارم، نظریه دیدگاه، توسط چاپلین ارائه شد. این نظریه می‌گوید که زندگی می‌تواند در زدن نزدیک به تراژدی و در دیدن اجمالی به صورت کمدی بنمایاند. و نهایتاً، نظریه تکاملی نشان می‌دهد که خنده در نیم‌آدمیان بالاتر به عنوان نماد بازی شکل گرفته است و در انسان‌ها به عنوان راهی برای ارتباط با لذت و ایجاد ارتباط اجتماعی باقی‌مانده است.,,,"[{""DisplayOrder"":1,""QnaId"":339, ""DisplayText"":""laughter as a self-regulation tool for emotions""}]",338,FALSE,TRUE
خنده به عنوان یک ابزار خود-تنظیم هیجانی,خنده به عنوان یک داروی موثر برای اضطراب و افسردگی ثابت شده است زیرا باعث ترشح دوپامین و سروتونین می‌شود که عصب‌رسانه‌های خوشحالی هستند و می‌توانند خلق و خو بهبود دهند و احساس کلی خوبی به ما بدهند. خنده شکم، همچنین با نام خنده دوشن، نوع خنده است که شامل انقباض ناگهانی و غیرارادی عضلات اطراف چشم‌ها و دهان می‌شود. خنده اصیل یا خنده شکمی، غیر دشمن‌آمیز است و مهم است که در طول خنده هر نوع تحقیری که ممکن است به خودمان یا دیگران حس کنیم، به طور آگاهانه مورد توجه قرار دهیم. اگر هر گونه تحقیری را احساس کنیم، می‌توانیم با تبدیل آن به شگفتی یا ساده طرفداری آن را نیترال کنیم، که به ما کمک می‌کند تجربه خنده غیر دشمن‌آمیزی داشته باشیم.,,,"[{""DisplayOrder"":1,""QnaId"":340, ""DisplayText"":""Exercise 11""}]",339,FALSE,TRUE
تمرین یازدهم: پردازش احساسات منفی کنونی,همان‌طور که الگوهای منفی می‌توانند منجر به انعطاف‌ناپذیری در ذهن و رفتارهای ما شوند، می‌توانند نیز به انعطاف‌ناپذیری در عضلات صورت و بدن ما منجر شوند. این ممکن است رشد هیجانی کودک و قابلیت خنده را محدود کند. تمرین 11 به آموزش رهایی عضلات و ساخت چهره‌ای شاد برای خنده انگیز و باقصد می‌پردازد. صبح‌ها زود باعث شوید چون کودک عمل کنید: عضلات چهره و بدن خود را کشیده کنید، دهانتان را باز کنید و آهنگ موردعلاقه‌تان را با خنده (یا حداقل لبخند) تنها بخوانید.,,,"[{""DisplayOrder"":1,""QnaId"":341, ""DisplayText"":""Exercise 12""}]",340,FALSE,TRUE
تمرین ۱۲,تمرین ۱۲ به تمرین خنده پیروزی به تنهایی می‌پردازد و از نظریه افتخار و ناهماهنگی خنده بهره می‌برد. ابتدا چیزی که به تازگی دستاوردی را کسب کرده‌اید، مثلاً انجام کارهای خانگی، صحبت خوبی با همسایه یا خواندن یک مقاله جالب، انتخاب کنید. سپس با فکر به این دستاورد، با یک لبخند آغاز کنید و هنگامی که راحت شدید، حداقل به مدت ۱۰ ثانیه شروع به خندیدن کنید.,,,"[{""DisplayOrder"":1,""QnaId"":342, ""DisplayText"":""Exercise 13""}]",341,FALSE,TRUE
تمرین ۱۳,تمرین ۱۳ شامل خنده با خود کودک با استفاده از نظریه افتخار، ناهماهنگی و تکاملی خنده است. به سادگی به عکس یا آواتار کودک خوشحال نگاه کنید، لبخند بزنید و سپس حداقل به مدت ۱۰ ثانیه شروع به خندیدن کنید. این فرآیند را حداقل سه بار تکرار کنید.,,,"[{""DisplayOrder"":1,""QnaId"":343, ""DisplayText"":""Exercise 14""}]",342,FALSE,TRUE
تمرین ۱۴,تمرین ۱۴ شامل تمرین خنده قصدی است. برای انجام این تمرین، زمانی را پیدا کنید که تنها هستید و دهان خود را کمی باز کنید تا عضلات صورت خود را رها کنید و ابروهایتان را بالا ببرید. سپس به آهستگی و پیوسته یکی از دستورهای زیر را تکرار کنید: "آه، آه، آه، آه"، "اه، اه، اه، اه"، "اوه، اوه، اوه، اوه"، "اه، اه، اه، اه" یا "یه، یه، یه، یه". این دستورها از حداقل انرژی استفاده می‌کنند و به شما کمک می‌کنند خنده را آغاز کنید. اگر نیاز به موضوعی برای خنده دارید، می‌توانید به جلویی از تمرین مضحک خود خندید! هنگامی که با این خنده قصدی پیوسته آشنا شدید، می‌توانید آن را بر اساس شخصیت و سبک خود تغییر دهید.,,,"[{""DisplayOrder"":1,""QnaId"":344, ""DisplayText"":""Next""}]",343,FALSE,TRUE
تکلیف,تبریک بابت تکمیل درس پنجم! تمرین‌های زیر را دو بار در روز اجرا کنید: تمرین ۱۱ را حداقل ۵ دقیقه، تمرین ۱۳ را ۲ دقیقه و تمرین ۱۴ را ۵ دقیقه انجام دهید. تمرین ۱۲ را نیز در طول روز بعد از انجام کارهای روزانه اجرا کنید.,,,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",344,TRUE,TRUE
درس ۶,در درس ششم، همانطور که آخرین درس، کودکانه به عنوان محور قرار گرفت و ما شروع به یادگیری چگونگی خندیدن به طور قصدی کردیم، در این درس، تمرین می‌کنیم که چگونه با خنده به اتفاقات ناراضی‌کننده و موانع نگاه کنیم.,,,"[{""DisplayOrder"":1,""QnaId"":346,""DisplayText"":"" a perspective change in order to overcome negative emotions""}]",345,FALSE,TRUE
تغییر نگرش برای غالب شدن بر احساسات منفی,لطفاً توجه خود را به صفحه مربوطه معطوف کنید، جایی که تصویر یک ظرف سیاه رنگ را مشاهده می‌کنید. وقتی که در الگوهای منفی از احساسات گیر کرده‌ایم، ممکن است حس کنیم که به یک ظرف سیاه نگاه می‌کنیم که پر از احساسات تاریک و منفی است. هر چه بیشتر به آن نگاه می‌کنیم، بیشتر غرق و غلام احساسات منفی می‌شویم. این مانند دیدن یک لیوان نیمه‌خالی به جای نیمه‌پر است. با انعطاف ذهنی کمی می‌توانیم تمرکز خود را از ظرف سیاه به دو چهره سفید رنگ منتقل کنیم.,,,"[{""DisplayOrder"":1,""QnaId"":347,""DisplayText"":""Exercise 15""}]",346,FALSE,TRUE
تمرین ۱۵,تمرین شماره ۱۵ یا تمرین ظرف (VASE) درباره‌ی یادگیری تغییر دیدگاه است. لطفاً توجه خود را به صفحه مربوطه معطوف کنید، جایی که تصویر یک ظرف سیاه رنگ را مشاهده می‌کنید. ابتدا به ظرف سیاه نگاه کنید. سپس هنگامی که درک شما تغییر کرده و دو چهره سفید رنگ که نمایانگر بزرگسال و کودکی است و در حال دیدن یکدیگر هستند، مشاهده می‌شود، به مدت یک دقیقه خندیده یا لبخند بزنید. حالا به دو چهره سفید رنگ نگاه کنید و هنگامی که درک شما تغییر می‌کند و شما ظرف سیاه را مشاهده می‌کنید، به مدت یک دقیقه خندیده یا لبخند بزنید.,,,"[{""DisplayOrder"":1,""QnaId"":348,""DisplayText"":""laughing at your unpleasant events""}]",347,FALSE,TRUE
خندین به اتفاقات تلخ و ناخوشایند,به یاد داشته باشید که شما توانسته‌اید از حوادث ناراحت‌کننده و مشکل‌ساز که با آنها مواجه شدید عبور کنید و شاید حتی این حوادث برایتان مفید بوده‌اند و شما را به مسیر خلاقانه‌ای سوق داده یا درس‌های ارزشمندی به شما آموخته‌اند. اما هنوز ممکن است شما این حوادث را به عنوان "پریشان‌کننده" درک کنید و خودتان را قربانی این رویدادها بدانید. اما نظریه‌های مختلف درباره خنده نشان داده‌اند که خنده زدن به این حوادث مفید است. به عنوان مثال، چارلی چاپلین می‌گفت که "زندگی هنگامی که به شیوه نزدیک به آن نگاه می‌کنیم، تراژدی است، اما هنگامی که به شیوه دورتر به آن نگاه می‌کنیم، کمدی می‌شود" و او مردم را تشویق به "برداشتن دردتان و بازی با آن" می‌کرد. با خنده زدن به این رویدادهای ناخوشایند، می‌توانید از برتری‌تان امروز نسبت به گذشته استفاده کنید. همچنین باید بازی‌پردازی‌تان را استفاده کنید، زیرا طبق نظریه تکاملی، خنده به عنوان یک نشانه بازی در انسان‌ها توسعه یافته است. به یاد داشته باشید که خنده زدن به این رویدادها ممکن است با ارزش‌ها و اصول آموخته‌شده شما در تضاد باشد، اما با شناختن جنبه‌های بی‌خطر، غیرمنتظره و جالب حتی در شرایط دشوار، می‌توانید حس طنز و انعطاف‌پذیری را توسعه دهید.,,,"[{""DisplayOrder"":1,""QnaId"":349,""DisplayText"":""Exercise 16""}]",348,FALSE,TRUE
تمرین ۱۶,"تمرین ۱۶ درباره یادگیری بازی‌گواری درباره گناهان شما است. این تمرین دارای دو زیرتمرین است: زیرتمرین ۱۶ الف: یک رویداد دردناکی که در گذشته اخیر اتفاق افتاده و با آن مشکل داشته‌اید، را تصور کنید و علیرغم دردناکی آن، سعی کنید اثر مثبتی که برای شما داشته است را ببینید. از هر یک از نظریه‌های طنز استفاده کنید تا به رویداد خنده بزنید یا حداقل لبخند بزنید. زیرتمرین ۱۶ ب: تمرین قبلی را برای یک درد کودکی که برای مدت طولانی با آن روبه‌رو بوده‌اید، تکرار کنید.",,,"[{""DisplayOrder"":1,""QnaId"":350,""DisplayText"":""Next""}]",349,FALSE,TRUE
تکلیف,"تبریک بابت اتمام درس ۶! به یاد داشته باشید که تمرین ۱۵ را حداقل ۵ دقیقه، دو بار در روز، و تمرین ۱۶ الف را برای ۱۰ دقیقه در روزهای ۱ تا ۴ هفته و تمرین ۱۶ ب را در روزهای ۵ تا ۷ هفته انجام دهید.",,,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback ""}]",350,TRUE,TRUE
درس ۷,"تا اینجا، شما در حال ایجاد یک ارتباط مهربان و محبت‌آمیز بین بالغ و کودک بوده‌اید. بالغ نقش حمایت‌گر را با افزایش احساسات مثبت کودک از طریق آوازها و خنده و کمک به کاهش احساسات منفی کودک به دلیل رویدادهای کنونی یا گذشته ایفا کرده است. در طول تمرینات خنده‌ای، کودک همچنین محور اصلی شما بوده است. در درس ۷، تمرکز بر کمک به کودک است تا از هر گونه رفتار ضداجتماعی خودداری کند.",,,"[{""DisplayOrder"":1,""QnaId"":352,""DisplayText"":""rise of narcissism""}]",351,FALSE,TRUE
افزایش نارسیسیسم,"در سال‌های اخیر، ما شاهد افزایش شدید رویارویی‌های نرسیستیک در جامعه‌مان بوده‌ایم. این امر به علت عوامل اقتصادی، اجتماعی و فرهنگی مختلف است که خصلت‌های چنین رفتارها را عادی‌سازی کرده‌اند و منجر به اثرات منفی بر سلامت روانی می‌شود. برخی از این عوامل شامل طبیعت بسیار رقابتی دنیای کاری و آموزشی، افراط‌پرستی شخصیت و موفقیت شخصی توسط هالیوود و رسانه‌ها هستند. ما با پیام‌هایی مواجه می‌شویم که مشاهیر و اندازه‌های بدن را مثالی ایده‌آل می‌کنند و ما را تشویق می‌کنند که «برنده» باشیم و از جمع برجسته شویم. رسانه‌های اجتماعی و اینترنت همچنین به افراد امکان ارتقاء خودشناسی را آسان‌تر کرده‌اند، که باعث تعمیم خصلت‌های نرسیستیک می‌شود. در این شرایط، بالغ ما سعی می‌کند کودکی را به اجتماعی‌شدن تشویق کند.",,,"[{""DisplayOrder"":1,""QnaId"":353,""DisplayText"":""socializing the child""}]",352,FALSE,TRUE
اجتماعی کرن کودک,"هنگام اجتماعی‌شدن کودکی‌تان، بالغ ما اثرات مضر عوامل اقتصادی، اجتماعی و فرهنگی در جوامع نرسیستیک و غرق در خودی را می‌فهمد. بالغ به تدریج به این طرز فکرها و تمایلات نرسیستیک و احساسات ضداجتماعی کودک می‌پردازد، احساساتی مانند حسادت و طمع. بروز این احساسات منفی در شرایط استرس، وقت و انرژی زیادی را تلف می‌کند که می‌توانست به سمت هدف‌های شما استفاده شود. راه‌حل این مسئله تصویری همدردانه به عنوان مدل نقش یا شیء پیوستگی است.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":354,""DisplayText"":""exercise 17""}]",353,FALSE,TRUE
تمرین ۱۷,"هدف این تمرین شناسایی الگوهای عملی از ابراز بدبینی‌های شخصی است. سعی کنید درباره هر الگوی احساسی نرسیستیک و ضداجتماعی که کودک شما در روابط فعلی یا گذشته یا هر نفرتی طولانی‌مدت نسبت به کسی داشته است، فکر کنید. این ممکن است احساساتی مانند حسادت، حسودی، طمع، نفرت، بی‌اعتمادی، بدبینی، کنترل‌گری یا رفتارهای انتقام‌جو باشد. سپس سعی کنید بفهمید چه مقدار از وقت و انرژی شما توسط این رفتارها مصرف می‌شود.",,,"[{""DisplayOrder"":1,""QnaId"":355,""DisplayText"":""exercise 18""}]",354,FALSE,TRUE
تمرین ۱۸,"تمرین ۱۸ مربوط به برنامه‌ریزی اقدامات سازنده‌تر است. کمی وقت بگذارید تا در مورد چگونگی رفتار در مواقعی که ممکن است احساسات ضداجتماعی را ابراز کنید یا به نفرت شخصی گرفتار شوید، فکر کنید. به جای انکار این احساسات، سعی کنید به آن‌ها تامل کنید و آن‌ها را کنترل کنید و از ابراز آن‌ها خودداری کنید. سعی کنید از نفرت شخصی خود کنار بیایید. این ممکن است چالش‌برانگیز باشد اما برای رشد هیجانی لازم است. در اینجا، شما یک نگاه انتقادی اما سازنده نسبت به کودک خود دارید و علاقه‌مندی روشن‌بینانه انجام می‌دهید. راه‌های مثبتی برای بازپرداختن انرژی تهاجمی که این احساسات ترغیب می‌کنند به کار سازنده پیدا کنید. می‌توانید سعی کنید برای دویدن به پارک بروید یا با دوستانتان صحبت کنید، به علاوه چیزهای دیگر. در نهایت، به سمت هدف نجیبی که در ابتدای دوره تعیین کرده‌اید، پیش بروید.",,,"[{""DisplayOrder"":1,""QnaId"":356,""DisplayText"":""exercise 19""}]",355,FALSE,TRUE
تمرین ۱۹,"تمرین ۱۹ به هدف یافتن و ارتباط برقرار کردن با نمونه نقش مهربانی شماست. به گذشته‌ی زندگی خود نگاه کنید تا یک شخص مهربان و محبت‌آمیز را پیدا کنید که با کلماتی پر از حکمت و محبت شما را هنگام مواجهه با مشکلات یاری داده است. این ممکن است یک خویشاوند یا دوست سالمند، یک معلم، یک مشاور یا کسی دیگر باشد که مهربان و حکیمانه برخورد کرده است. به یاد بیاورید که دریافت مهربانی و محبت از این شخص چه احساساتی را در شما به وجود آورد و چقدر این تجربه هیجان‌انگیز برای شما بوده است. تمرکز خود را بر روی این شخص قرار دهید و او را به عنوان نمونه نقش الگوی معشوق خود بپذیرید. ارتباط دوستانه‌ای با این شخص به وجود آورید و با خواندن به صدا در یادآوری تمام خاطرات عزیز خود از او، با او ارتباط چندنفری را برقرار کنید. یکی از آهنگ‌های خاصی که می‌توانید امتحان کنید، «من نمی‌توانم از عشق تو خبر داشته باشم» است.",,,"[{""DisplayOrder"":1,""QnaId"":357,""DisplayText"":""Next""}]",356,FALSE,TRUE
تکلیف,"تبریک برای کامل کردن درس هفتم، ما تقریباً به پایان دوره نزدیک هستیم! به خاطر داشته باشید که تمرین ۱۷، ۱۸ و ۱۹ را حداقل ۵ دقیقه انجام دهید.",,,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",357,TRUE,TRUE
درس ۸,"حالا به درس هشتم می‌پردازیم. هفته گذشته، شما گام‌های مهمی را برداشتید تا با تمایلات خود به عملکرد اجتماعی منفی مقابله کنید. شما موقعیت‌هایی را شناسایی کردید که به این کار می‌پردازید و برنامه‌ای برای خود ترتیب دادید تا از عمل به این احساسات خودداری کنید. همچنین راه‌هایی برای تحویل احساسات قوی‌تان در این موقعیت‌ها به کارهای سازنده بررسی کردید که حتی می‌تواند به خلاقیت شما کمک کند تا به هدف خود برسید.",,,"[{""DisplayOrder"":1,""QnaId"":359,""DisplayText"":""Next""}]",358,FALSE,TRUE
کودک شما منبع خلاقیت شماست,"در کودکانی با الحاق امن، ظرفیت برای فکر کردن مستقل و تاملی به وجود می‌آید که این امر به آن‌ها اجازه می‌دهد تا هویت واقعی خود را کشف کنند و خلاقیت و ناگهانی بودن خود را آزاد کنند. با این حال، بدون الحاق امن، کودک ممکن است در پاسخ به محیط، یک هویت غلط تشکیل دهد. از سن سه یا چهار سالگی، کودکان می‌توانند یاد بگیرند که تصویرسازی و تشخیص ارتباطات میان اشیاء را انجام دهند که این اساس خلاقیت را شکل می‌دهد. کودکان ناگهانی ذهن بازی دارند و به چارچوب‌های سخت محدود نیستند، اما فشارهای خارجی می‌تواند منجر به سفتی و یکنواختی ذهنی شود. SAT ظرفیت الحاق امن کودک به بالغ را ایجاد می‌کند. با فعال‌سازی مجدد کودک‌مان، می‌توانیم به سوی هدف خود خلاقیت اندازی کنیم.",,,"[{""DisplayOrder"":1,""QnaId"":360,""DisplayText"":""Next""}]",359,FALSE,TRUE
چه نشانه‌هایی بین افراد خلاق و کودکان مشترک است؟,افراد خلاق و کودکان اغلب صفات پارادوکسالی دارند که معمولاً در اکثر افراد یافت نمی‌شود. در اینجا ده صفت از این نوع آمده است: هم پرانرژی و آرام (تحت تأثیر تبدیل نیروهای خشونت آمیز و جنسی به خلاقیت) هم باهوش و ساده‌لوح هم بازیگوش و انضباط‌پذیر هم تمایل به پرداختن به فانتزی و تمایل به پرداختن به واقعیت هم متمایل به برون‌گرا و هم به درون‌گرا هم فروتن و هم مغرور هم مردانه و هم زنانه هم متمرد و هم سنت‌گرا هم مشتاق و هم بینش تمایل به همزیستی با درد و لذت بردن از زندگی این پارادوکس‌ها نشان‌دهنده تنوع و پویایی ذهنی و روانی افراد خلاق است که این ویژگی‌ها در تولید ایده‌ها و خلاقیت‌هایشان تأثیرگذار هستند.,,,"[{""DisplayOrder"":1,""QnaId"":361,""DisplayText"":""Exercise 20""}]",360,FALSE,TRUE
تمرین ۲۰,تمرین ۲۰ به‌روزرسانی باورهای آبدار برای افزایش خلاقیت است. با چالش کردن باورهای جاری خود به سوالاتی از چارچوب ایدئولوژیک معمولی خود کمک کنید. این کار به ضعف اندیشه یک‌جانبه، ترویج بی‌پروا بودن و اندیشیدن از دیدگاه‌های مختلف کمک می‌کند. موضوعاتی را که درباره آنها نظرات قوی و جذابی دارید، مانند مسائل اجتماعی، سیاسی یا اخلاقی مثل ازدواج، جنسیت یا نژادپرستی انتخاب کنید. به عنوان مثال، اگر نظریه‌ای درباره موضوع خاصی دارید، سعی کنید موضوع را از دو دیدگاه لیبرال و کنسرواتیو یا از دیدگاه‌های چپ و راست مطرح کنید. این کار به شما امکان می‌دهد دو طرف مسئله را درک کنید و چارچوب ایدئولوژیک معمولی خود را چالش بکشید بدون لزوماً تغییر دیدگاه خود. روزانه حداقل 5 دقیقه برای بررسی یک سوال یا مسئله مختلف اختصاص دهید تا دیدگاه خود را گسترش داده و خلاقیت را تقویت کنید.,,,"[{""DisplayOrder"":1,""QnaId"":362,""DisplayText"":""Next""}]",361,FALSE,TRUE
نمونه‌های الگوبخش و تاثیر آنها,نمونه‌ها و نقل قول‌های الهام‌بخش تأثیر قابل توجهی در رشد اجتماعی و عاطفی هر دو کودکان و بزرگسالان دارند. وقتی نمونه‌های نقش‌آفرین ما تأییدیه‌ها ارائه می‌دهند، به ما کمک می‌کند صبور و پشتکار داشته باشیم در مواجهه با مشکلات و چالش‌ها، و ناامید نشویم وقتی که با پیشرفت به سمت اهدافمان با سربازی‌ها مواجه می‌شویم. تأییدیه‌ها نقش مهمی در تقویت اراده ما دارند.,,,"[{""DisplayOrder"":1,""QnaId"":363,""DisplayText"":""Example of role model and their affirmations""}]",362,FALSE,TRUE
یک مثال از نقش آفرینی و تاثیر آن,نمونه‌ای از نمونه‌های نقش‌آفرین، فریدریش نیچه است، که فیلسوف، منتقد فرهنگی و شاعر آلمانی بود. یکی از تأکیدهای او این بود که "آنچه مرا نمی‌کشد، مرا قوی‌تر می‌کند.",,,"[{""DisplayOrder"":1,""QnaId"":364,""DisplayText"":""Exercise 21""}]",363,FALSE,TRUE
تمرین ۲۱,برای تمرین ۲۱، یک لیست از تأکیدها از افرادی که شما از آن‌ها تحسین می‌کنید بسازید و سپس سه تأکید برتر که با شما ارتباط دارد را انتخاب کنید. حداقل سه دقیقه وقت بگذارید تا آن‌ها را به آرامی بلند بخوانید و تکرار کنید تا از آن‌ها الهام بگیرید.,,,"[{""DisplayOrder"":1,""QnaId"":365,""DisplayText"":""Next""}]",364,FALSE,TRUE
